#SHIFT   CUT1   CUT2   DT_START   RES_SHIFT
944	-801	-823	135	809
2589	-389	-460	976	1613
2130	-965	-256	950	1180
205	-429	-567	18	187
-327	-139	-873	471	-798
1081	-830	-270	568	513
2563	-32	-839	148	2415
2172	-357	-837	639	1533
